01/00-infamy.md#infamy	infâmia
SUPP/02-CO/01/01-life-path-character-creation.md#trait-levels	níveis-de-traço
SUPP/02-CO/01/01-life-path-character-creation.md#changing-morphs	trocando-morfos
SUPP/02-CO/01/01-life-path-character-creation.md#this-is-your-life	esta-é-a-sua-vida
SUPP/02-CO/01/01-life-path-character-creation.md#motivations	motivações
SUPP/02-CO/01/01-life-path-character-creation.md#random-motivations-d100	motivação-aleatória-d100
SUPP/02-CO/01/01-life-path-character-creation.md#a-word-on-safety	uma-palavra-sobre-segurança
SUPP/02-CO/01/01-life-path-character-creation.md#optional-rule-using-flex	regra-opcional-usando-flex
SUPP/02-CO/01/02-step-1-flex.md#step-1-flex	passo-1-flex
SUPP/02-CO/01/03-step-2-aptitude-template.md#step-2-aptitude-template	passo-2-modelo-de-aptidões
SUPP/02-CO/01/03-step-2-aptitude-template.md#random-aptitude-template-d10	modelo-de-aptidões-aleatório-d10
SUPP/02-CO/01/04-step-3-native-tongue.md#step-3-native-tongue	passo-3-língua-nativa
SUPP/02-CO/01/04-step-3-native-tongue.md#random-language-d100	idioma-aleatório-d100
SUPP/02-CO/01/05-step-4-background-path.md#step-4-background-path	passo-4-trajetória-antecedente
SUPP/02-CO/01/05-step-4-background-path.md#random-background-path-d10	trajetória-antecedente-aleatória-d10
SUPP/02-CO/01/05-step-4-background-path.md#colonist-d100	colono-d100
SUPP/02-CO/01/05-step-4-background-path.md#lunar	lunar
SUPP/02-CO/01/05-step-4-background-path.md#martian	marciano
SUPP/02-CO/01/05-step-4-background-path.md#orbital	orbital
SUPP/02-CO/01/05-step-4-background-path.md#rimward-colonist	colono-da-limiárea
SUPP/02-CO/01/05-step-4-background-path.md#rural-martian	marciano-rural
SUPP/02-CO/01/05-step-4-background-path.md#spacer	espaçonauta
SUPP/02-CO/01/05-step-4-background-path.md#sunward-colonist	colono-da-solárea
SUPP/02-CO/01/05-step-4-background-path.md#enclaver-d100	enclavado-d100
SUPP/02-CO/01/05-step-4-background-path.md#ascendor	ascendente
SUPP/02-CO/01/05-step-4-background-path.md#corporate-drifter	itinerante-corporativo
SUPP/02-CO/01/05-step-4-background-path.md#corporate-favorite	favorito-corporativo
SUPP/02-CO/01/05-step-4-background-path.md#inheritor	herdeiro
SUPP/02-CO/01/05-step-4-background-path.md#opportunist	oportunista
SUPP/02-CO/01/05-step-4-background-path.md#freelancer-d100	freelancer-d100
SUPP/02-CO/01/05-step-4-background-path.md#nomad	nômade
SUPP/02-CO/01/05-step-4-background-path.md#precarious	precário
SUPP/02-CO/01/05-step-4-background-path.md#self-reliant	autossuficiente
SUPP/02-CO/01/05-step-4-background-path.md#steady	estável
SUPP/02-CO/01/05-step-4-background-path.md#surrounded-by-wolves	cercado-por-lobos
SUPP/02-CO/01/05-step-4-background-path.md#hyperelite-d100	hiperelite-d100
SUPP/02-CO/01/05-step-4-background-path.md#breakthrough	inovação
SUPP/02-CO/01/05-step-4-background-path.md#hypercorp-royalty	realeza-hipercorp
SUPP/02-CO/01/05-step-4-background-path.md#media-famous	famoso-da-mídia
SUPP/02-CO/01/05-step-4-background-path.md#oligarch-dynasty	dinastia-oligarca
SUPP/02-CO/01/05-step-4-background-path.md#space-entrepreneur	empreendedor-espacial
SUPP/02-CO/01/05-step-4-background-path.md#indenture-d100	arrendado-d100
SUPP/02-CO/01/05-step-4-background-path.md#drone-operator	operador-de-drone
SUPP/02-CO/01/05-step-4-background-path.md#educator	educador
SUPP/02-CO/01/05-step-4-background-path.md#emancipated	emancipado
SUPP/02-CO/01/05-step-4-background-path.md#labor-camps	campos-de-trabalho
SUPP/02-CO/01/05-step-4-background-path.md#private-staff	equipe-particular
SUPP/02-CO/01/05-step-4-background-path.md#vac-worker	peão-de-vácuo
SUPP/02-CO/01/05-step-4-background-path.md#virtual-worker	trabalhador-virtual
SUPP/02-CO/01/05-step-4-background-path.md#infolife-d100	infovida-d100
SUPP/02-CO/01/05-step-4-background-path.md#anomaly	anomalia
SUPP/02-CO/01/05-step-4-background-path.md#emergent-uplift	elevação-emergente
SUPP/02-CO/01/05-step-4-background-path.md#humanities-agi	iga-humanista
SUPP/02-CO/01/05-step-4-background-path.md#machine-agi	iga-maquinista
SUPP/02-CO/01/05-step-4-background-path.md#part-human	parte-humano
SUPP/02-CO/01/05-step-4-background-path.md#research-agi	iga-pesquisadora
SUPP/02-CO/01/05-step-4-background-path.md#isolate-d100	isolado-d100
SUPP/02-CO/01/05-step-4-background-path.md#drifter	errante
SUPP/02-CO/01/05-step-4-background-path.md#religious-sect	seita-religiosa
SUPP/02-CO/01/05-step-4-background-path.md#separatist	separatista
SUPP/02-CO/01/05-step-4-background-path.md#survivalist	sobrevivencialista
SUPP/02-CO/01/05-step-4-background-path.md#lost-d100	perdido-d100
SUPP/02-CO/01/05-step-4-background-path.md#alien-mind	mente-alienígena
SUPP/02-CO/01/05-step-4-background-path.md#disturbed-child	criança-perturbada
SUPP/02-CO/01/05-step-4-background-path.md#long-past-normal	muito-além-do-normal
SUPP/02-CO/01/05-step-4-background-path.md#masked-monster	monstro-mascarado
SUPP/02-CO/01/05-step-4-background-path.md#twisted-experiment	experimento-perverso
SUPP/02-CO/01/05-step-4-background-path.md#underclass-d100	miserável-d100
SUPP/02-CO/01/05-step-4-background-path.md#criminal	criminoso
SUPP/02-CO/01/05-step-4-background-path.md#radical	radical
SUPP/02-CO/01/05-step-4-background-path.md#refugee	refugiado
SUPP/02-CO/01/05-step-4-background-path.md#street-rat	rato-de-rua
SUPP/02-CO/01/05-step-4-background-path.md#survivor	sobrevivente
SUPP/02-CO/01/05-step-4-background-path.md#uplift-d100	elevado-d100
SUPP/02-CO/01/05-step-4-background-path.md#escapee	fugitivo
SUPP/02-CO/01/05-step-4-background-path.md#feral	selvagem
SUPP/02-CO/01/05-step-4-background-path.md#lab-rat	rato-de-laboratório
SUPP/02-CO/01/05-step-4-background-path.md#model-specimen	espécime-modelo
SUPP/02-CO/01/10-step-9-career-path.md#step-9-career-path	passo-9-trajetória-da-carreira
SUPP/02-CO/01/10-step-9-career-path.md#random-career-path-d10--d10	trajetória-da-carreira-aleatória-d10--d10
SUPP/02-CO/01/10-step-9-career-path.md#academic-d100	acadêmico-d100
SUPP/02-CO/01/10-step-9-career-path.md#archivist	arquivista
SUPP/02-CO/01/10-step-9-career-path.md#professor	professor
SUPP/02-CO/01/10-step-9-career-path.md#researcher	pesquisador
SUPP/02-CO/01/10-step-9-career-path.md#covert-operative-d100	agente-infiltrado-d100
SUPP/02-CO/01/10-step-9-career-path.md#smuggler	contrabandista
SUPP/02-CO/01/10-step-9-career-path.md#spy	espião
SUPP/02-CO/01/10-step-9-career-path.md#thief	ladrão
SUPP/02-CO/01/10-step-9-career-path.md#enforcer-d100	capanga-d100
SUPP/02-CO/01/10-step-9-career-path.md#autonomist-militia	milícia-autonomista
SUPP/02-CO/01/10-step-9-career-path.md#cartel-goon	jagunço-do-cartel
SUPP/02-CO/01/10-step-9-career-path.md#gang-member	membro-de-gangue
SUPP/02-CO/01/10-step-9-career-path.md#explorer-d100	explorador-d100
SUPP/02-CO/01/10-step-9-career-path.md#crew	tripulação
SUPP/02-CO/01/10-step-9-career-path.md#scout	batedor
SUPP/02-CO/01/10-step-9-career-path.md#search-and-rescue	busca-e-resgate
SUPP/02-CO/01/10-step-9-career-path.md#face-d100	malandro-d100
SUPP/02-CO/01/10-step-9-career-path.md#con-artist	golpista
SUPP/02-CO/01/10-step-9-career-path.md#fixer	intermediário
SUPP/02-CO/01/10-step-9-career-path.md#negotiator	negociador
SUPP/02-CO/01/10-step-9-career-path.md#genehacker-d100	hacker-genético-d100
SUPP/02-CO/01/10-step-9-career-path.md#astrobiologist	astrobiologista
SUPP/02-CO/01/10-step-9-career-path.md#bio-tinkerer	bioinventor
SUPP/02-CO/01/10-step-9-career-path.md#uplift-specialist	especialista-em-elevados
SUPP/02-CO/01/10-step-9-career-path.md#hacker-d100	hacker-d100
SUPP/02-CO/01/10-step-9-career-path.md#blue-team	equipe-azul
SUPP/02-CO/01/10-step-9-career-path.md#digital-intruder	invasor-digital
SUPP/02-CO/01/10-step-9-career-path.md#hacktivist	hacktivista
SUPP/02-CO/01/10-step-9-career-path.md#investigator-d100	investigador-d100
SUPP/02-CO/01/10-step-9-career-path.md#detective	detetive
SUPP/02-CO/01/10-step-9-career-path.md#ego-hunter	caçador-de-ego
SUPP/02-CO/01/10-step-9-career-path.md#journalist	jornalista
SUPP/02-CO/01/10-step-9-career-path.md#medic-d100	médico-d100
SUPP/02-CO/01/10-step-9-career-path.md#morph-tech	técnico-de-morfos
SUPP/02-CO/01/10-step-9-career-path.md#paramedic	paramédico
SUPP/02-CO/01/10-step-9-career-path.md#physician	clínico
SUPP/02-CO/01/10-step-9-career-path.md#mindhacker-d100	hacker-mental-d100
SUPP/02-CO/01/10-step-9-career-path.md#memeticist	memeticista
SUPP/02-CO/01/10-step-9-career-path.md#psychosurgeron	psicocirugião
SUPP/02-CO/01/10-step-9-career-path.md#psychotherapist	psicoterapeuta
SUPP/02-CO/01/10-step-9-career-path.md#scavenger-d100	sucateiro-d100
SUPP/02-CO/01/10-step-9-career-path.md#junk-dealer	comerciante-de-sucata
SUPP/02-CO/01/10-step-9-career-path.md#salvage-crew	equipe-de-recuperação
SUPP/02-CO/01/10-step-9-career-path.md#zone-stalker	espreitador-das-zonas
SUPP/02-CO/01/10-step-9-career-path.md#scientist-d100	cientista-d100
SUPP/02-CO/01/10-step-9-career-path.md#field-scientist	cientista-de-campo
SUPP/02-CO/01/10-step-9-career-path.md#physicist	físico
SUPP/02-CO/01/10-step-9-career-path.md#xeno-archeologist	xenoarqueólogo
SUPP/02-CO/01/10-step-9-career-path.md#soldier-d100	soldado-d100
SUPP/02-CO/01/10-step-9-career-path.md#bodyguard	guarda-costas
SUPP/02-CO/01/10-step-9-career-path.md#mercenary	mercenário
SUPP/02-CO/01/10-step-9-career-path.md#operative	operativo
SUPP/02-CO/01/10-step-9-career-path.md#techie-d100	técnico-d100
SUPP/02-CO/01/10-step-9-career-path.md#artifex	artifex
SUPP/02-CO/01/10-step-9-career-path.md#hab-tech	téc-hab
SUPP/02-CO/01/10-step-9-career-path.md#robotocist	roboticista
SUPP/02-CO/01/20-morph-tables.md#morph-tables	tabelas-de-morfos
SUPP/02-CO/01/20-morph-tables.md#morph-type-d100	tipo-de-morfo-d100
SUPP/02-CO/01/20-morph-tables.md#biomorphs-d100	biomorfos-d100
SUPP/02-CO/01/20-morph-tables.md#uplift-biomorphs-d100	biomorfos-elevados-d100
SUPP/02-CO/01/20-morph-tables.md#pod-or-exomorph-biomorphs-d100	biomorfos-prod-ou-exomorfos-d100
SUPP/02-CO/01/20-morph-tables.md#synthmorphs-d100	sintemorfos-d100
SUPP/02-CO/01/20-morph-tables.md#flexbot-modules-d100	módulos-flexbot-d100
SUPP/02-CO/01/20-morph-tables.md#infomorphs-or-core-morphs-d100	infomorfos-ou-nucleomorfos-d100
SUPP/02-CO/01/20-morph-tables.md#axles-d100	axiais-d100
SUPP/02-CO/03/00-morph-recognition-guide.md#morph-recognition-guide	guia-de-reconhecimento-de-morfos
